id,feature_type,name,latitude,longitude
709795355,school,Government Boys and Girls Senior Secondary School,28.6114104,76.9877135
762031713,hospital,Saint soham hospital private,28.7983668,77.0352715
762031718,hospital,Dr. Indra Hospital,28.7980095,77.0354003
762031725,hospital,Dr. Rajeev Hospital,28.8006984,77.0353788
762031788,hospital,Bawana Dispensary,28.8012625,77.0374388
762031791,school,Government(Bada school),28.7946905,77.0372885
799241980,road,Unnamed road,28.5540336,77.3276839
802981464,road,Unnamed road,28.5558635,77.3257393
802981515,road,Unnamed road,28.5564547,77.3247631
838835408,road,Unnamed road,28.5956895,77.2562572
849943556,road,Unnamed road,28.582023,77.3027797
883881204,school,Unnamed school,28.5962679,77.177701
903737922,road,Unnamed road,28.6285305,77.3209647
906856424,road,Unnamed road,28.6284511,77.2745464
906856457,road,Unnamed road,28.6282357,77.2719305
906856488,road,Unnamed road,28.6282244,77.266805
913486529,road,Unnamed road,28.7366877,77.1596595
913486551,road,Unnamed road,28.7357426,77.15713
913486836,road,Unnamed road,28.7340053,77.1545039
913487025,road,Unnamed road,28.7331068,77.1529244
913535113,road,Unnamed road,28.69084,77.0973734
915274461,road,Unnamed road,28.6507654,77.1247322
915724540,hospital,Kailash Hospital & Heart Institute,28.577404,77.3314139
928491343,hospital,Delhi Heart and Lung Institute Super Speciality Hospital,28.6416777,77.2052683
938534485,road,Yamuna Bazar,28.6620047,77.2393813
939235096,hospital,Indraprastha Apollo Hospital,28.5408389,77.2834999
944889293,road,Unnamed road,28.5793538,77.293303
944889399,road,Unnamed road,28.6280586,77.2711114
949747376,road,Exit 21,28.5392885,77.1165776
992920693,hospital,Ayushman Hospital,28.5965201,77.0493833
995630812,hospital,Govt Dispensory,28.5866431,77.0573761
1014267009,hospital,Ayurvedic Mental Hospital,28.7237864,77.1497987
1116432336,school,Govt. Girls Senior Secondary School,28.573859,77.1842457
1116433509,school,DPS International School,28.5697886,77.1783234
1116434111,school,Jose Martin Sarvodya Vidyalya,28.5712962,77.1781517
1135148185,hospital,Sukhda Hospital,28.5469254,77.2445375
1305481210,hospital,Ram Lal Kundan Lal Orthopaedic Hospital,28.6179569,77.2866841
1305488151,hospital,Dr. Shyama Prasad Mukherjee Chest Hospital,28.6140205,77.2898985
1355998753,hospital,"Yashoda Super Speciality Hospital, Anand Vihar",28.6450931,77.3287535
1356119860,road,Unnamed road,28.5818237,77.3027186
1363453179,school,"NIIT - New Friends Colony, South Delhi",28.5603226,77.2667188
1371226158,hospital,Sitaram Bhartia,28.4675077,77.0824741
1373657269,school,Unnamed school,28.4616751,77.0787484
1374470984,school,Sumermal Jain Public School,28.6300965,77.0940113
1384029750,school,American Montessori,28.4850535,77.080977
1390067640,school,Kamla International,28.418088,77.0612
1414804440,school,Ratan Devi Girls Senior Sec. School,28.6614428,77.2799953
1420745420,school,St. Angels (Jr),28.4469205,77.0651743
1420745423,school,St. Angels (Sr),28.4419185,77.0695058
1528713073,hospital,Sujan Mohinder Singh Hospital,28.5629027,77.2685753
1643999814,school,"Delhi Public School, Dwarka",28.6059739,77.0479506
1764307594,school,Holy Cross School,28.6147687,76.9811687
1772537472,school,Unnamed school,28.6182087,76.9837474
1777019272,school,Krishna Model School,28.6060798,76.985117
1810006797,school,Mitraon Govt School,28.6067575,76.9396906
1810981109,school,Ujwa Govt School,28.5704851,76.9036618
1810984760,school,Govt Primary School Malik Pur,28.551102,76.8999464
1811065365,school,Govt Primary School DaryaPur,28.552763,76.9075424
1811342226,hospital,PHC Ujjwa,28.5702527,76.9041305
1813898671,school,Govt Senior Secondary School,28.6024715,76.9317444
1819107639,road,Unnamed road,28.5820525,77.258684
1825166769,road,Unnamed road,28.7020192,77.1053849
1827509706,hospital,NMC Hospital,28.5729253,77.3402993
1827531816,school,Kendriya Vidhyalya,28.6826588,77.1578285
1849498487,school,New Ideal Public School,28.5467878,77.2921488
1855407953,school,Jai Bharti Public School,28.5464998,77.2925361
1855425194,school,Disha Public School,28.5480622,77.2929511
1855425196,school,Jasola Public School,28.5483522,77.2930513
1855425197,school,MCD Public School,28.5482349,77.2940566
1863231062,road,Unnamed road,28.648451,77.2531101
1863231161,road,Unnamed road,28.6501603,77.2523067
1863231347,road,Unnamed road,28.6522896,77.2507358
1863231563,road,Unnamed road,28.6550486,77.2492241
1987285418,road,Unnamed road,28.5552885,77.3263309
2008570191,road,Unnamed road,28.526283,77.1014815
2018206536,road,Sarita Vihar,28.534671,77.285799
2018206551,road,Unnamed road,28.5351156,77.2838669
2019345544,school,Bharat Vasisht Vidya Mandir,28.4717157,77.1285742
2084317885,hospital,Bhardwaj Hospital,28.5660388,77.3355783
2127415678,road,Unnamed road,28.5870265,77.2437647
2129418449,road,Unnamed road,28.5518637,77.0535652
2136085543,road,Unnamed road,28.5903318,77.0825164
2318172256,hospital,Goyal MRI & Diagnostic Centre,28.5647144,77.1893283
2384623590,school,Cambridge Primary School,28.5662292,77.2746488
2408446930,school,Delhi International School,28.5642198,77.0578228
2408447122,school,Paramount International School,28.5637249,77.0574223
2408447131,school,Basava International School,28.5648745,77.055416
2408447150,school,The Indian Heights School,28.5618483,77.0527569
2408447819,school,Mount Carmel,28.560653,77.0586025
2429361211,hospital,MGS Hospital,28.6739027,77.1346394
2429361264,hospital,Maharaja Agrasen Hospital,28.6740586,77.1340566
2440643098,school,Guru Nanak Public School,28.6699013,77.1326211
2440648765,school,S M Arya Public School,28.6721011,77.1337166
2443178755,school,SD Public School,28.6677379,77.1393322
2445479220,hospital,A One Hospital,28.67882,77.0981158
2445809013,school,Vishal Bharti Public School,28.6776074,77.1002235
2445867146,school,St. Nirankari Public School,28.676031,77.1072725
2445867811,school,Rajkiya Pratibha Vikas Vidyalaya,28.6757409,77.1066654
2445868970,school,Sarvodaya Vidyalaya,28.6750003,77.1058706
2445913262,school,Government Higher Secondary School,28.6739957,77.1271291
2445937588,school,Sarvodaya Co-Educational School,28.6692325,77.1497669
2445989850,school,Government Senior Secondary School,28.6535437,77.1658655
2445989851,school,Sarvodaya Kanya Vidyalaya,28.652348,77.1655973
2445991452,school,Govt. Boys HB School,28.6541792,77.1660801
2445992231,school,DAV School,28.6471225,77.1680059
2446000268,school,Vidya Bhawan Senior Secondary School,28.6387283,77.1763691
2446002922,school,Sindhi Higher Secondary School,28.6357621,77.1778604
2446006348,school,Manav Sthali School,28.6352772,77.1782466
2446006877,school,Andh Kanya Vidyalaya,28.6368309,77.1803119
2446009092,school,DI Khan Bharati Sabha Higher Secondary School,28.6307618,77.1795502
2446009093,school,Bapu Adarsh Vidyalaya,28.6306394,77.1804675
2446010483,school,Swami Dayanand Govt. Sarvodaya Vidyalaya,28.6397954,77.1856155
2446010582,school,GD Salwan Public School,28.6403133,77.1858677
2636251473,road,Unnamed road,28.5357898,77.2860412
2636288027,road,Unnamed road,28.5361166,77.2862918
2774809992,road,Unnamed road,28.4808993,77.0720808
2801370105,school,Don Bosco School,28.5285072,77.2473321
2833952245,school,M B Boys School,28.6350118,77.2002755
2885181536,hospital,Majeedia Hospital,28.5148169,77.2518253
2906769891,school,govt sec school,28.4618627,77.0327425
2922268001,school,Sarvodaya Kanya Senior Secondary School,28.6896388,77.1560501
2936644341,road,Unnamed road,28.710514,77.2270902
3008663907,school,HIRA YOGA TRAINING KENDER,28.7551761,77.1344924
3067834623,hospital,Somdatt Medical,28.6293605,77.276622
3265210135,hospital,Krypton Global Health,28.638646,77.0732307
3401875015,hospital,Prime Hospital & Ortho Centre,28.4447109,77.3185979
3488315228,school,Unnamed school,28.6927134,77.1114558
3626040478,school,Sahoday Senior Secondary School,28.5526424,77.2002206
3735984754,road,Unnamed road,28.5141477,77.2973166
3841328720,school,St. Peters School,28.4139784,77.3139529
3947460096,hospital,Surbhi hospital,28.6491348,77.2164415
3954631321,hospital,Tamish,28.699593,77.1045409
4047437964,school,Delhi Public School,28.5386253,77.1479893
4055951152,road,Unnamed road,28.5795288,77.2309871
4120020190,school,Unnamed school,28.425882,77.106348
4154838092,school,Little Ones Public School,28.519551,77.2035198
4180327825,school,deepak vaiyas home,28.625488,77.1133697
4194541291,hospital,Unnamed hospital,28.446227,77.0613212
4212577542,school,Chiranjiv Bharati School,28.5194596,77.037658
4212577545,hospital,"Metro Hospital and Heart Institute, Gurgaon",28.518174,77.0388234
4213529489,school,Swiss Cottage school,28.5157955,77.0502838
4220719494,school,MAAC,28.5685408,77.2248824
4234968791,hospital,Chandiwala Institute of Eye,28.544205,77.2659895
4237012389,school,"Sarvodaya Vidyalaya (GBSSS), Govt. School",28.7144613,77.2170585
4269361827,school,DAV Public School Pushpanjali,28.6939915,77.1081266
4328150391,hospital,Pushpawati Singhania Hospital and Research Institute,28.53312,77.2254277
4335234515,road,Exit 2 Delhi,28.8766746,77.251313
4338782489,school,Evolution dance school,28.8032691,77.0512991
4367444089,school,Dev Public School.,28.6304673,76.9685752
4415894189,school,S.D. Public,28.6473887,77.169391
4435563990,school,FORE School of Management,28.5370038,77.1849245
4453247191,school,Modern school,28.5788563,77.0542962
4453248791,school,Venkateshwara international school,28.5889898,77.0389764
4453301889,school,Adarsh World School,28.5943755,77.0435682
4462856989,school,Unnamed school,28.6331399,76.9537195
4475061192,hospital,Savera Hospital,28.6884962,77.1222079
4481183892,hospital,Gamca,28.5703187,77.2369366
4483893393,school,St. Prayag school,28.6918581,77.1168424
4493652690,hospital,السكن,28.4460767,77.0615689
4511556292,school,Mount abu junior branch school,28.7117973,77.1023916
4511567590,hospital,Asha kiran mental hospital,28.7028126,77.0958863
4543297999,road,Unnamed road,28.5830377,77.2380752
4543298005,road,Unnamed road,28.5847109,77.24022
4574632989,hospital,Unnamed hospital,28.6438892,77.1387433
4639190772,school,Kendrya Vidyalya,28.7051428,77.1699743
4729010299,school,المدرسة العراقية,28.556265,77.2049515
4739903522,hospital,Sharp Sight Center,28.6403964,77.2934473
4749996424,school,Prakash Punj Vidya Sadan,28.6701353,77.2840423
4778391814,school,Government SChool,28.5611545,77.0591164
4815527622,school,Unnamed school,28.5841578,77.175441
4859916426,school,Sulabh Public School,28.597807,77.0799205
4859968811,hospital,Bhagat Chandra Hospital,28.5934549,77.0816478
4927143358,hospital,Adiva Hospital,28.5583994,77.2064208
4929089273,road,Unnamed road,28.7272987,77.2022679
4929089280,road,Unnamed road,28.7295911,77.1942104
4934333224,school,Government school,28.7369367,77.126039
4936063387,school,NC Jindal Public School,28.6628679,77.124514
4976515363,school,Bal vikash School,28.7330269,76.9009775
5023155725,school,Unnamed school,28.5654935,77.0005244
5065101781,road,Unnamed road,28.731005,77.1882691
5065101864,road,Unnamed road,28.733606,77.1787692
5065101886,road,Unnamed road,28.7361923,77.1712894
5099590622,school,Jaganath intl mngt school,28.5470179,77.2563459
5121928126,hospital,Guru Harkishan Hospital,28.5821004,77.2641583
5122054863,school,Scottish Early Years,28.6489732,77.3007936
5122593540,school,Soami Nagar Model School,28.5440473,77.2254741
5122593542,school,The Pinnacle School,28.5448773,77.2279586
5128503989,school,Soami Nagar Pre-Primary School,28.543396,77.2257564
5223511422,school,Ahlcon International School,28.6120628,77.2881353
5242148783,school,Government Primary School for the Deaf,28.6118017,77.287413
5242150470,school,School for Mentally Retarded Children,28.6118221,77.2876138
5244000722,school,Aster Public School,28.6096116,77.2896107
5246751221,hospital,Sir Ganga Ram Kolmet Hospital,28.643492,77.187296
5253691568,hospital,Cygnus Orthocare Hospital,28.5460823,77.1973263
5260804344,road,Unnamed road,28.4315665,77.0065759
5276893421,hospital,Apollo Spectra Hospitals,28.5555937,77.2412436
5277289181,hospital,Max Multi Speciality Centre,28.5434575,77.214298
5278746221,hospital,Unnamed hospital,28.4065208,77.3179232
5306200027,school,Mount Carmel School (Senior Wing),28.5760199,77.1652909
5325526114,school,Unnamed school,28.4736928,77.1217455
5331323944,hospital,Balhara's Le Cure Hospital,28.5097683,77.2014454
5331324929,school,Saint Mary's Junior School,28.5123981,77.203907
5338786924,school,BCC Model School,28.7396725,77.1193927
5338818321,school,Snehil Frontline Special School,28.7397795,77.1195329
5342219924,school,Kids Temple Public School,28.7385379,77.1214922
5343112121,school,Alok Bharti Public School,28.7364974,77.128777
5358882588,school,DAV Public School,28.5743511,77.1727645
5358882593,school,Kendriya Vidyalaya,28.5721181,77.1638274
5369753821,school,MC Primary School J-Block Sec-16 Rohini,28.7392311,77.1306159
5369815822,hospital,Mangalam Hospital,28.6228832,77.2966806
5372989287,hospital,Fortis C-DOC Hospital,28.5469888,77.2494873
5400420021,school,Delhi International Public School,28.7367974,77.1291872
5401477508,school,Modern Delhi International School,28.412628,77.3361157
5407719423,school,Rockfield Public School,28.734744,77.1248235
5407772022,school,Ryan Shalom Montessori,28.7346232,77.1241352
5455135886,school,Government Boys Senior Secondary School,28.5730899,77.2335349
5466445621,school,Unnamed school,28.6052898,77.2329222
5513273925,school,Jindal Public School,28.6720027,77.3305192
5534195673,school,Fulwari Play School,28.659489,77.32234
5534273697,hospital,Tirath Ram Hospital,28.666922,77.3178057
5544380960,hospital,Doctor Rajendra Prasad Centre for Opthalmic Sciences,28.5667966,77.2088857
5561145650,road,Unnamed road,28.5076228,77.3000392
5584870727,school,Kaviraj Khazan Chand Quetta Dayachand Arya Vedic Senior Secondary School,28.5866396,77.2523949
5588206671,road,Unnamed road,28.7225227,76.8432193
5588210084,road,Unnamed road,28.720828,76.8424364
5595955621,hospital,Safdarjung H back gate,28.5663672,77.207556
5647339501,road,Unnamed road,28.8765068,77.2574683
5647385629,road,Exit 1 Baghpat,28.8792312,77.2419622
5663496120,hospital,ESIC Hospital,28.5143778,77.2815719
5758573849,hospital,City Hospital,28.6439995,77.1912841
5799040150,hospital,Rural Medical Centre,28.5158966,77.1965361
5830038204,road,Unnamed road,28.492641,77.0832714
5914729083,hospital,Dr. Bhimrao Ambedkar Multispeciality Hospital,28.576653,77.3376879
5960740186,school,s6 BHIM Singh ni was,28.5309957,77.218045
5960754388,school,SH Computer Education,28.5309108,77.2170319
5960793702,school,Sant Nirankari,28.535831,77.2177052
5960818475,school,Swarn public school,28.5330124,77.2185763
5960921887,school,swarn public school,28.5332175,77.219553
6012565041,hospital,Institute of Brain and Spine,28.5656044,77.2442543
6021916568,road,Unnamed road,28.5690247,77.2114944
6041270054,school,Unnamed school,28.5191896,77.2281724
6071092569,hospital,Anahat Hospital,28.4832404,77.1071305
6071159159,school,Government Boys Senior Secondary School,28.4899855,77.1389634
6071159494,school,Lieutenant Atul Kataria School,28.4783458,77.0337175
6075069485,hospital,Saral Diagnostics,28.6944136,77.1287968
6077096070,school,Government Sarvoday Bal Vidyalaya,28.6327017,77.2303905
6081367254,school,Unnamed school,28.6707436,77.2842459
6082251692,road,Unnamed road,28.4485442,77.0385969
6134780515,hospital,Sama Hospital,28.5544846,77.2270262
6171203022,school,Kendriya Vidyalaya,28.5204901,77.2239646
6191507004,road,Unnamed road,28.6322987,77.34467
6203987732,school,SDMC Primary Model School,28.5768012,77.2397878
6203987733,school,Unnamed school,28.5768608,77.2407455
6207395594,school,Saint Mary's School,28.5051676,77.2061624
6221554150,hospital,Unnamed hospital,28.4349952,77.0352265
6243446986,hospital,Apollo,28.5403869,77.2829628
6255913360,school,Unnamed school,28.5323755,77.3025188
6257609191,hospital,National Institute of TB and Respiratory Diseases,28.529118,77.1900425
6257783817,school,Government Sarvodaya Vidyalaya,28.6959475,77.2159162
6271526238,road,Unnamed road,28.5245505,77.2925382
6282682557,school,SDMC Primary Coeducational School,28.5695905,77.248199
6341209902,school,Madarasa Millat-ul-Islam,28.5433478,77.264387
6362607170,school,Swami Hariharanand Public School,28.6627534,77.2403662
6385672562,hospital,Narang Hospital,28.6460854,77.0980297
6395753670,school,Rajkiya Sarvodaya Bal Vidyalaya,28.6138254,77.3185994
6411010208,school,Unnamed school,28.5238936,77.1896796
6411571309,hospital,Manchanda Hospital,28.4943675,77.1836992
6411571311,school,Government Sarvodaya Vidyalaya,28.4588686,77.1841549
6457033186,school,Samvad Shala,28.710528,77.3133462
6465991440,hospital,Paschim Vihar West,28.67852,77.0997686
6466294311,hospital,World Brain Center Hospital,28.6121754,77.0886731
6467828986,road,Unnamed road,28.4732209,77.0632339
6467828992,road,Unnamed road,28.4832263,77.0742677
6467829006,road,Unnamed road,28.4849126,77.0761371
6475002025,hospital,Max Medcentre,28.5645418,77.2399229
6490310065,hospital,Mehta Hospital,28.523344,77.2312921
6507350887,hospital,Unnamed hospital,28.6581566,77.1940384
6569833464,road,Unnamed road,28.4060197,76.9895347
6627227272,road,Unnamed road,28.4016547,77.0538622
6660513446,road,Unnamed road,28.6637023,77.2079001
6660529998,road,Unnamed road,28.6658535,77.2089326
6729018440,school,Decent Public School,28.7069273,77.1072435
6771396260,hospital,Diyos,28.5660178,77.1946519
6779419616,hospital,Aakash Hospital,28.5350359,77.2148651
6834036204,school,Ramanujan Sarvodaya Kanya Vidyalaya,28.5231246,77.1799665
6834036228,school,Unnamed school,28.5229593,77.1773673
6838075751,road,Unnamed road,28.6113976,77.2810679
6961335189,school,Bhatnagar International School,28.5295429,77.1540449
6961442936,school,Masjid-e-Quba Madrasa Islamia,28.5806388,77.1899811
6966287278,school,Unnamed school,28.5369319,77.2134518
6991277966,hospital,Sarvodya Hospital,28.4772418,77.0164105
6991277967,hospital,"Saraswati Hospital, Gurgaon",28.4686477,77.0382518
6991278237,hospital,"Shree Krishna Hospital, Gurgaon",28.4733303,77.003265
6991290274,hospital,"Sharma Hospital, Gurgaon",28.4618014,77.027472
6991311535,hospital,Shri Balaji Hospital and Trauma Center,28.4409108,76.980076
6991349886,hospital,Shri Balaji`S Multispeciality Hospital,28.4577278,76.9909818
6991430266,hospital,Saras Hospital,28.4871984,77.3124513
6991466189,hospital,Arogya Dham Hospital,28.4647772,77.2990698
6991634425,hospital,"Anand Hospital, Gurgaon",28.42578,77.09168
6993917647,hospital,Navjeevan Hospital and Maternity Centre,28.4571607,77.0143104
6993922158,hospital,Sethi Hospital,28.4565865,77.0207731
6993926207,hospital,"Surgicare Hospital, Gurgaon",28.4272365,77.0940806
6993926819,hospital,Park Hospital Gurgaon,28.4201363,77.0487258
6993927573,hospital,"Sunrise Hospital, Faridabad",28.5769233,77.2660263
6993931828,hospital,Pasricha Hospital and Maternity Home,28.4568812,77.0222792
6994059852,hospital,Dayal Eye & Maternity Centre,28.4559386,77.0374082
6994071021,hospital,"Mittal Hospital, Faridabad",28.4088045,77.3238024
6994092369,hospital,Shubham Hospital,28.4567439,77.0210648
6994099950,hospital,"Kalyani Hospital, Gurgaon",28.4678366,77.0422697
6994180800,hospital,Sanskar Hospital,28.4715009,77.3204935
6994225720,hospital,Chandrawati Child and Maternity Hospital,28.4161414,77.3163016
6994228914,hospital,Uma Sanjeevani Health Centre And Hospital,28.4814867,77.0863196
6994248249,hospital,Privat Hospital,28.4797951,77.0746909
6994275163,hospital,Vandana Hospital and Research Center,28.6933769,76.9256393
6994292520,hospital,Geeta Hospital,28.4362993,77.3144785
6994292521,hospital,"Shivalik Hospital, Faridabad",28.4799532,77.3110379
6994325188,hospital,Delhi Hospital and Nursing Home,28.6903242,76.9415506
6994329594,hospital,"Sidhesh Hospital, Gurgaon",28.4752436,77.0824251
6994500905,hospital,"Sharma Nursing Home, Faridabad",28.4012837,77.3064146
6994541473,hospital,Chiranjiv Hospital,28.4644545,77.0187361
6994541474,hospital,Asian Institute of Medical Sciences,28.4259429,77.3000225
6994583475,hospital,"Shivam Hospital, Jhajjar",28.7017934,76.9397205
6997221454,hospital,"Kalyan Hospital, Gurgaon",28.5061017,77.0222524
6997230529,hospital,"Sangwan Hospital, Gurgaon",28.4749937,77.0561126
6997303635,hospital,S.R.S. Hospital and Critical Care Unit,28.4033015,76.9881588
6997303645,hospital,Anand Eye Hospital,28.4269594,77.3189986
6997463000,hospital,Umkal Hospital,28.4715295,77.0733096
6997568727,hospital,Thukral Hospital,28.4814348,77.0653957
6997600243,hospital,"Triveni Hospital, Gurgaon",28.463775,77.022188
6997631317,hospital,Taneja Hospital,28.4663216,77.0138611
6997688587,hospital,"Pushpanjali Hospital, Gurgaon",28.4500967,77.0327827
6997700191,hospital,Yashroop Medical Centre,28.4822505,77.0214477
6997700192,hospital,Chirag Hospital Pvt. Ltd,28.4953531,77.0114095
6997700212,hospital,Fortis Memorial Research Institute / Fortis Vivekanand Hospital,28.4567857,77.0728657
6997700220,hospital,"Lotus Hospital, Gurgaon",28.4692855,77.034447
6997700276,hospital,Aastha Children Hospital,28.4717765,77.3112819
6997700282,hospital,"Sparsh Hospital, Gurgaon",28.4701296,77.0226856
6997700322,hospital,Mangalam Hospital and Heart Centre,28.4539854,77.0139308
6997714609,hospital,Ahuja Hospital and Maternity Home,28.4120448,77.328397
6997714626,hospital,"Shivam Hospital, Gurgaon",28.4574704,77.0536983
6997714637,hospital,"Rajiv Memorial Eye Infirmary, Jacobpura",28.4624763,77.0276631
6997779860,hospital,Brahm Shakti Sanjivani Hospital Pvt Ltd,28.6909441,76.9388317
6997832575,hospital,"Sneh Hospital, Gurgaon",28.4823666,77.0141546
6997912505,hospital,Ayushman Hospital And Trauma Centre,28.4379095,77.0110461
6997916397,hospital,Aryan Hospital,28.469559,77.0195045
6997941837,hospital,Rama Hospital & Nursing Home,28.4567256,77.0230785
6998006337,hospital,Jain Sant Phool Chand Ji Charitable Hospital,28.4771569,77.0158929
6998051837,hospital,Abhinav Hospital,28.4104443,77.2921107
6998114433,hospital,Kathuria Hospital,28.4534132,77.0199907
7000653109,hospital,Tirath Ram Hospitals Pvt Ltd,28.457085,77.0201597
7000653119,hospital,"Mission Hospital, Jhajjar",28.6877184,76.9524703
7000653124,hospital,Sakthi Kerala Ayurvedic Treatment Centre,28.4162852,77.3112387
7001015603,hospital,Lall Nursing and Maternity Home,28.4667802,77.027307
7001218513,hospital,"Centre For Sight, Gurgaon, New Railway Road",28.4682869,77.0260289
7001301856,hospital,"Satyam Hospital, Gurgaon",28.4609572,77.0180051
7001557336,hospital,Valencia Emergency and Criti Care,28.4802878,77.3143262
7001630012,hospital,Dr Sethis Amar Hospital,28.8795874,76.9109662
7002835676,hospital,Aar Pee Hospital,28.4284301,77.3165712
7002913046,hospital,Ahooja Eye and Dental Institute Hospital,28.4639141,77.0305404
7002917150,hospital,Lall Eye Care Centre,28.4667015,77.0272123
7002943647,hospital,Verma E.N.T. Hospital,28.4652069,77.0280714
7002954086,hospital,"Gupta Hospital, Gurgaon",28.4644246,77.0268832
7002991292,hospital,Jackson Hospital,28.4691487,77.0286816
7002997882,hospital,"Apollo Cradle Hospital,Gurgaon",28.4786458,77.0474356
7003011057,hospital,Sukhmani Hospital Pvt. Ltd,28.4342254,77.0481464
7003011058,hospital,"R K Hospital, Gurgaon",28.4930865,77.0088346
7003021987,hospital,"Parijat Hospital, Faridabad",28.4429744,77.3043148
7007523133,hospital,Pdm General Hospital / Pd Memorial General Hospital,28.6894112,76.8908188
7007531446,hospital,Kamla Hospital,28.446446,76.9915827
7007695184,hospital,M Goel Hospital,28.4675082,77.027738
7008020087,hospital,Sunrise Hospital,28.4428341,77.0106183
7008078166,hospital,Rajendra Hospital,28.4495431,77.0211279
7008192495,hospital,Sri Rattan Singh Memorial Hospital,28.7053628,76.9377212
7008219482,hospital,Kriti Hospital,28.4249603,77.093567
7008343520,hospital,"Centre For Sight, Faridabad",28.4116998,77.3148374
7008343539,hospital,"Jeevan Jyoti Hospital, Gurgaon",28.4763789,77.0350291
7008343544,hospital,Dr.Dilip Hospital,28.4321321,77.3191256
7008422644,hospital,"Aastha Hospital, Bahadurgarh",28.6886312,76.9342183
7008441237,hospital,Samvit Health Care,28.4350285,77.0351672
7008475347,hospital,"Yadav Hospital, Gurgoan",28.4432185,77.0031618
7008651018,hospital,Arogyadham Hospital,28.4636559,77.2924554
7008691154,hospital,Nangia Hospital Ent and Maternity,28.4558195,77.0218735
7008806754,hospital,Anuj Hospital,28.4159768,77.3209988
7008806760,hospital,"Jeevan Jyoti Hospital, Jhajjar",28.6892159,76.9476253
7008960818,hospital,Vinayak Hospital,28.4543386,77.0214859
7009221079,hospital,Arunodaya Deseret Eye Hospital,28.4277743,77.1087643
7009225899,hospital,Lord Krishna Hospital,28.4785067,77.0854291
7009263589,hospital,Dr Fateh Singh Hospital,28.6471512,77.3412971
7009267020,hospital,Mata Sumitra Devi Hospital,28.5779214,77.0239288
7009675990,hospital,Arihant Hospital,28.4486051,77.0824411
7009891156,hospital,Brighton Kavita Hospital,28.4339836,77.3208117
7009892483,hospital,Ahmed Hospital Multi Speciality,28.4580332,77.0412478
7010125928,hospital,Aarvy Hospital,28.457393,77.0300911
7010125933,hospital,Shri Ram Memorial Hospital,28.4936346,77.099508
7010339325,hospital,Lohan Children Hospital,28.4013325,77.3058261
7010339330,hospital,K.B Hospital,28.4169126,77.2903019
7010378677,hospital,Sikka Maternity And Surgical Center,28.4784222,77.0991004
7010398003,hospital,Vaishnavi Nursing Home,28.4385723,77.0131141
7010444201,hospital,"Mamta Hospital, Gurgaon",28.469724,77.0338102
7010444206,hospital,M.S Hospital,28.4640593,77.0218559
7010548379,hospital,Parnami Ortho and Spine Hospital,28.8793596,77.1211427
7010591317,hospital,Bhardwaj Hospital,28.4901894,77.0068324
7010761022,hospital,"Jeewan Jyoti Hospital, Faridabad",28.4020269,77.324825
7010842699,hospital,Parashar Hospital,28.4539324,77.0204298
7010904771,hospital,Carewell Hospital,28.4339848,77.3211242
7010941767,hospital,Chandni Hospital,28.4163407,77.3197979
